( arctic_b0509 "He had fulfilled his duty and paid properly." )
( arctic_b0510 "He knew what taboos he was violating." )
( arctic_b0511 "Do you value your hide." )
( arctic_b0512 "You should have seen them when they heard me spitting Chinook." )
( arctic_b0513 "He plodded on for half an hour, when the hallucination arose again." )
( arctic_b0514 "Tomorrow or next day it might he gone." )
( arctic_b0515 "But already he had composed himself." )
( arctic_b0516 "Zilla relaxed her sour mouth long enough to sigh her satisfaction." )
( arctic_b0517 "Eggshell is not good to eat." )
( arctic_b0518 "But there was also talk of witchcraft in the village." )
( arctic_b0519 "Yea, I will tell thee." )
( arctic_b0520 "Hans hurled himself upon the prostrate man, striking madly with his fists." )
( arctic_b0521 "And he thought of Oona, and of her words." )
( arctic_b0522 "Nor would it thaw out his hands and feet." )
( arctic_b0523 "The Russian music player, the Count, was her obedient slave." )
( arctic_b0524 "So far as flags were concerned, they were beyond all jurisdiction." )
( arctic_b0525 "New idea, he volunteered, brand new idea." )
( arctic_b0526 "Thirty pounds, said the captain with finality." )
( arctic_b0527 "The very idea of it was preposterous." )
( arctic_b0528 "Captain Doane's orders were swiftly obeyed." )
( arctic_b0529 "Come on, Del Mar challenged." )
( arctic_b0530 "He had a big chimpanzee that was a winner." )
( arctic_b0531 "I am sure it must have been some adventure." )
( arctic_b0532 "That Longfellow chap most likely had written countless books of poetry." )
( arctic_b0533 "His abnormal power of vision made abstractions take on concrete form." )
( arctic_b0534 "I'll tell you, the librarian said with a brightening face." )
( arctic_b0535 "He read his fragments aloud." )
( arctic_b0536 "Typhoid -- did I tell you." )
( arctic_b0537 "But she had become an automaton." )
( arctic_b0538 "At the best, they were necessary accessories." )
( arctic_b0539 "You were making them talk shop, Ruth charged him." )
